slug,name,district,official_url,instagram_url,address_if_real,latitude,longitude,source_url,source_type,status,note
sang-spa,Sang Spa & Yoga,ubud,https://sangspa.com/,https://www.instagram.com/sangspaubud/,Jl. Jembawan No. 13B;  Padang Tegal;  Ubud (with a second Pengosekan outlet),,,,,,
sawobali,Sawobali,ubud,,https://www.instagram.com/sawobali/,,,,,,,
sayuri-healing-food,Sayuri Healing Food,ubud,https://sayurihealingfood.com/,https://www.instagram.com/sayuri_healing_food/,,,,,,,
seniman-coffee-studio,Seniman Coffee Studio,ubud,https://www.senimancoffee.com/seniman-ubud/,https://www.instagram.com/senimancoffee/,,,,,,,
seven-paintings-ubud-restaurant,Seven Paintings Ubud Restaurant,ubud,http://sevenpaintingsubud.com/,,,,,,,,
shichirin-japanese-restaurant-ubud,Shichirin Japanese Restaurant — Ubud,ubud,http://thewonderspace.com/shichirinubud/,https://www.instagram.com/shichirincanggu/,,,,,,,
spring-spa-ubud,Spring Spa Ubud,ubud,https://www.springspa.com/locations/bali/ubud,,,,,,,,
svaha-spa,Svaha Spa,ubud,https://svahaspa.com/,https://www.instagram.com/svaha.spa/,Jl. Bisma;  Ubud (plus Teges;  Kenderan and other Ubud outlets),,,,,,
svaha-spa-beauty-ubud-ubud,Svaha Spa Beauty Ubud,ubud,https://svahawellness.com/,,,,,,,,
svaha-spa-bisma-ubud,Svaha Spa Bisma,ubud,https://svahawellness.com/,https://www.instagram.com/svahaspabisma/,,,,,,,
taksu-spa-ubud,Taksu Spa,ubud,https://taksu.org/,https://www.instagram.com/taksuwellnesscenter/,,,,,,,
taksu-spa-beauty-ubud,Taksu Spa Beauty,ubud,https://taksu.org/,https://www.instagram.com/taksuwellnesscenter/,,,,,,,
taksu-yoga,Taksu Yoga,ubud,https://taksu.org/contact/,https://www.instagram.com/taksuwellnesscenter/,,,,,,,
taksu-yoga-ubud,Taksu Yoga & Wellness Center,ubud,https://taksu.org/,https://www.instagram.com/taksuwellnesscenter/,Jl. Goutama Selatan;  Ubud;  Gianyar 80571,,,,,,
the-jungle-club-ubud-by-wonderspace,The Jungle Club Ubud by Wonderspace,ubud,http://jungleclububud.com/,https://www.instagram.com/jungleclububud/,,,,,,,
the-shala-bali,The Shala Bali,ubud,https://www.theshalabali.com/,https://www.instagram.com/theshalabali/,Jl. Sanggingan No. 90;  Penestanan Kaja;  Ubud;  Gianyar 80571,,,,,,
the-yoga-barn,The Yoga Barn,ubud,https://www.theyogabarn.com/,https://www.instagram.com/theyogabarn/,Jl. Raya Pengosekan;  Padang Tegal;  Ubud;  Gianyar 80571,,,,,,
titi-batu-ubud-club-ubud,Titi Batu Ubud Club,ubud,https://titibatu.com/,https://www.instagram.com/titi_batu,,,,,,,
tukies-coconut-shop,Tukies Coconut Shop,ubud,https://www.facebook.com/tukies.online/,https://www.instagram.com/tukiescoconutshop/,,,,,,,
ubud-beauty-salon,Ubud Beauty Salon,ubud,,,,,,,,,
ubud-fitness-center,Ubud Fitness Center,ubud,https://www.ubudfitnesscentre.com/,https://www.instagram.com/ubud_fitness/,,,,,,,
ubud-gym,Ubud Gym,ubud,,,,,,,,,
ubud-pilates,Ubud Pilates,ubud,https://ubudpilates.com/,https://www.instagram.com/ubudpilates,,,,,,,
ubud-sari-health-resort,Ubud Sari Health Resort,ubud,https://ubudsari.com/,https://www.instagram.com/ubudsari/,,,,,,,
ubud-traditional-spa,Ubud Traditional Spa,ubud,https://ubudtraditionalspa.com/,https://www.instagram.com/ubud.traditionalspa/,,,,,,,
ubud-yoga-centre,Ubud Yoga Centre,ubud,https://ubudyogacentre.com/,https://www.instagram.com/ubudyogacentre/,Jl. Raya Singakerta No. 108;  Nyuh Kuning;  Ubud;  Gianyar 80571,,,,,,
ubud-yoga-house,Ubud Yoga House,ubud,https://ubudyogahouse.com/,https://www.instagram.com/ubudyogahouse/,Jl. Subak Sokwayah;  Ubud;  Gianyar 80571,,,,,,
manga-madu,Warung Mangga Madu,ubud,https://warungmanggamadu.shop/,https://www.instagram.com/warungmanggamadu/,,,,,,,
warung-mendez,Warung Mendez,ubud,,https://www.instagram.com/warung.mendez/,,,,,,,
warung-siam,Warung Siam,ubud,,https://www.instagram.com/warungsiam/,,,,,,,
watercress-ubud,Watercress Ubud,ubud,https://watercressbali.com/,https://www.instagram.com/watercressbali/,Jl. Monkey Forest;  Ubud;  Gianyar;  Bali 80571;  Indonesia,,,,,,
whos-who,Who's Who,ubud,,https://www.instagram.com/whoswhobali/,,,,,,,
wulan-vegetarian-warung,Wulan Vegetarian Warung,ubud,,https://www.instagram.com/wulanveg/,,,,,,,
zest-ubud,Zest Ubud,ubud,https://www.zestubud.com/,https://www.instagram.com/zestubud/,Jl. Penestanan No.7;  Sayan;  Ubud;  Gianyar 80571,,,,,,
zuna-yoga-ubud,Zuna Yoga,ubud,https://zunayoga.com/,https://www.instagram.com/zunayoga/,,,,,,,
360-move-uluwatu,360 Move Uluwatu,uluwatu-bukit,https://360moveuluwatu.com/,https://www.instagram.com/360move_uluwatu/,,,,,,,
alchemy-uluwatu,Alchemy Uluwatu,uluwatu-bukit,https://www.alchemybali.com/uluwatu,https://www.instagram.com/alchemybali/,,,,,,,
alchemy-yoga-and-meditation-center-uluwatu,Alchemy Yoga & Meditation Center Uluwatu,uluwatu-bukit,https://www.alchemyyogacenter.com/uluwatu-aymc-schedule,https://www.instagram.com/alchemyyogauluwatu/,,,,,,,
ami-studio,Ami Studio,uluwatu-bukit,https://classpass.com/studios/ami-studio-bali,https://www.instagram.com/amipilatesuluwatu/,,,,,,,
ants-pants-uluwatu,Ants Pants Uluwatu,uluwatu-bukit,https://antspantsbali.com/,https://www.instagram.com/antspants.uluwatu/,,,,,,,
artisan-uluwatu,Artisan - Uluwatu,uluwatu-bukit,,https://www.instagram.com/artisan.bali/,,,,,,,
babi-guling-bali-ayu-pecatu,Babi Guling Bali Ayu,uluwatu-bukit,,,,,,,,,
balumba-surf-school-uluwatu,Balumba Surf School,uluwatu-bukit,,,,,,,,,
bambu-fitness-bali,Bambu Fitness Bali,uluwatu-bukit,https://bambufitnessbali.com/,https://www.instagram.com/bambufitnessbali/,,,,,,,
bambu-pilates,Bambu Pilates,uluwatu-bukit,https://bambufitnessbali.com/,,,,,,,,
bgs-uluwatu,BGS Uluwatu,uluwatu-bukit,https://bgsbali.com/store/bgs-uluwatu/,https://www.instagram.com/bgsbali/,,,,,,,
bluvana-reformer-studio,Bluvana Reformer Studio,uluwatu-bukit,https://classpass.com/studios/bluvana-reformer-studio-bali,,,,,,,,
dbuchu-bingin,D'Buchu,uluwatu-bukit,,https://www.instagram.com/d_buchuu/,,,,,,,
d-nailbar-spa-uluwatu,D'Nailbar Spa Uluwatu,uluwatu-bukit,http://dnailbar.com/,https://www.instagram.com/dnailbar_uluwatu/,,,,,,,
dewas-landing-cafe,Dewas Landing Cafe,uluwatu-bukit,,https://www.instagram.com/dewaslanding.cafe/,,,,,,,
dorsey-s-barber-shop-uluwatu,Dorsey's Barber Shop Uluwatu,uluwatu-bukit,,https://www.instagram.com/dorseysbarbershop/,,,,,,,
drifter-surf-cafe,Drifter Surf Shop & Cafe,uluwatu-bukit,https://driftersurf.com/pages/cafe,https://www.instagram.com/driftersurfshop/,,,,,,,
gooseberry-french-restaurant-uluwatu,Gooseberry French Restaurant | Uluwatu,uluwatu-bukit,https://www.gooseberry-restaurant.com/,https://www.instagram.com/gooseberry_restaurant/,,,,,,,
island-grooming-barbershop,Island Grooming Barbershop,uluwatu-bukit,,https://www.instagram.com/ulu.islandgrooming/,,,,,,,
kala-uluwatu,KALA Uluwatu,uluwatu-bukit,https://kalauluwatu.com/,https://www.instagram.com/kala.uluwatu/,,,,,,,
karma-spa-at-karma-kandara,Karma Spa at Karma Kandara,uluwatu-bukit,https://karmagroup.com/resort/karma-kandara-bali/,,,,,,,,
la-tribu,La Tribu,uluwatu-bukit,https://classpass.com/studios/la-tribu-uluwatu,,,,,,,,
la-tribu-bali,La Tribu Bali,uluwatu-bukit,https://latribubali.id/,https://www.instagram.com/latribubali/,,,,,,,
laggas-uluwatu,Laggas Uluwatu,uluwatu-bukit,,https://www.instagram.com/laggasbali/,,,,,,,
lemanja-uluwatu,Lemanjá Uluwatu,uluwatu-bukit,https://www.lemanjabali.com/,https://www.instagram.com/lemanjabali/,,,,,,,
lolas-cantina-uluwatu,Lola’s Cantina Mexicana — Uluwatu,uluwatu-bukit,https://www.lolasbali.com/,https://www.instagram.com/lolasbali/,Jl. Labuansait No.10;  Pecatu;  Kuta Selatan;  Badung;  Bali 80361;  Indonesia,,,,,,
made-s-bakery-cafe-playground,Made’s Bakery Cafe Playground,uluwatu-bukit,,https://www.instagram.com/mades_bakery_/,,,,,,,
mana-uluwatu,Mana Uluwatu,uluwatu-bukit,https://uluwatusurfvillas.com/restaurant/,https://www.instagram.com/manauluwatu/,,,,,,,
mantra-wellness,Mantra Wellness,uluwatu-bukit,https://classpass.com/studios/mantra-wellness-bali,,,,,,,,
masonry-restaurant,MASONRY Restaurant,uluwatu-bukit,https://masonrybali.com/uluwatu,https://www.instagram.com/masonry.bali/,,,,,,,
milk-and-madu-uluwatu,Milk & Madu Uluwatu,uluwatu-bukit,https://milkandmadu.com/location/,https://www.instagram.com/milkandmadu/,Jalan Labuan Sait;  Banjar Dinas Labuan Sait;  Pecatu;  Kuta Selatan;  Badung;  Bali 80361;  Indonesia,,,,,,
morning-light-yoga,Morning Light Yoga,uluwatu-bukit,https://uluwatusurfvillas.com/yoga/,,,,,,,,
morning-light-yoga-studio,Morning Light Yoga Studio,uluwatu-bukit,https://uluwatusurfvillas.com/yoga/,https://www.instagram.com/morninglightyoga/,,,,,,,
naya-uluwatu,NAYA Uluwatu,uluwatu-bukit,https://momence.com/u/studio-naya,https://www.instagram.com/nayapilatesbali/,,,,,,,
ours-spa-boutique,Ours Spa & Boutique,uluwatu-bukit,https://oursspabali.com/,https://www.instagram.com/ourspabali/,,,,,,,
padang-padang-surf-camp-uluwatu,Padang Padang Surf Camp,uluwatu-bukit,,,,,,,,,
pak-gula,PAK GULA,uluwatu-bukit,,https://www.instagram.com/pak.g.bingin/,,,,,,,
papi-sapi,Papi Sapi,uluwatu-bukit,https://papisapi.com/,https://www.instagram.com/papisapi_/,,,,,,,
piccolina,Piccolina,uluwatu-bukit,https://piccolinabali.com/,https://www.instagram.com/piccolina.bali/,,,,,,,
poggy-bali-surf-school-uluwatu,Poggy Bali Surf School,uluwatu-bukit,,,,,,,,,
raw-gym-uluwatu,Raw Gym Uluwatu,uluwatu-bukit,https://rawuluwatu.com/,https://www.instagram.com/raw_uluwatu/,,,,,,,
reform-pilates-bali,Reform Pilates Bali,uluwatu-bukit,https://www.reformpilatesbali.com/,https://www.instagram.com/reformpilatesbali/,,,,,,,
reform-pilates-bingin,Reform Pilates Bingin,uluwatu-bukit,https://classpass.com/studios/reform-pilates-bingin-bali,,,,,,,,
reform-uluwatu,Reform+ Uluwatu,uluwatu-bukit,https://www.reformpilatesbali.com/reformplus,https://www.instagram.com/reformpilatesbali/,,,,,,,
rockfish-cliffside,Rockfish Cliffside,uluwatu-bukit,https://rockfish-cliffside.com/,https://www.instagram.com/rockfish_cliffside/,Br. Dinas Karang Boma;  Jl. Batu Bolong;  Pecatu;  Kuta Selatan;  Badung;  Bali;  Indonesia,,,,,,
rose-petal,Rose Petal,uluwatu-bukit,https://rosepetalbali.com/,,,,,,,,
rotisserie-by-cashew-tree,Rotisserie by Cashew Tree,uluwatu-bukit,,https://www.instagram.com/rotisserie.cashewtree/,,,,,,,
single-fin,Single Fin,uluwatu-bukit,https://www.singlefinbali.com/,https://www.instagram.com/singlefinbali/,,,,,,,
six-senses-spa-uluwatu,Six Senses Spa Uluwatu,uluwatu-bukit,https://www.sixsenses.com/en/hotels-resorts/asia-the-pacific/indonesia/uluwatu-bali/wellness-spa/,,,,,,,,
snowcat-bali-ussr-cuisine,Snowcat Bali USSR Cuisine,uluwatu-bukit,,https://www.instagram.com/snowcatbali/,,,,,,,
son-of-a-baker,Son of A Baker,uluwatu-bukit,,https://www.instagram.com/sonofabaker.bali/,,,,,,,
spa-at-mu,Spa at Mu,uluwatu-bukit,https://mu-bali.com/,,,,,,,,
spring-spa-uluwatu,Spring Spa Uluwatu,uluwatu-bukit,https://www.springspa.com/locations/bali/uluwatu,,,,,,,,
studio-fondue,Studio Fondue,uluwatu-bukit,https://studio-fondue.com/,https://www.instagram.com/studio.fondue/,,,,,,,
suka-espresso,Suka Espresso,uluwatu-bukit,https://www.bysuka.com/suka-uluwatu,https://www.instagram.com/sukaespresso/,,,,,,,
sundays-beach-club,Sundays Beach Club,uluwatu-bukit,https://www.sundaysbeachclub.com/,https://www.instagram.com/sundaysbeachclub/,,,,,,,
supreme-indian-restaurant,Supreme Indian Restaurant,uluwatu-bukit,https://supremebali.com/,https://www.instagram.com/supreme_balirestaurant/,,,,,,,
svaha-spa-bingin,Svaha Spa Bingin,uluwatu-bukit,https://svahaspa.com/bingin,https://www.instagram.com/svahaspa/,,,,,,,
the-asa-maia,The Asa Maia,uluwatu-bukit,https://www.theasamaia.com/,https://www.instagram.com/theasamaia/,,,,,,,
the-bvlgari-spa,The Bvlgari Spa,uluwatu-bukit,https://www.bulgarihotels.com/en_US/bali/spa-and-fitness/the-spa,,,,,,,,
the-space-bali,The Space Bali,uluwatu-bukit,https://thespacebali.org/,https://www.instagram.com/thespacebali.bingin/,,,,,,,
the-temple-lodge,The Temple Lodge,uluwatu-bukit,https://www.thetemplelodge.com/,https://www.instagram.com/thetemplelodge/,,,,,,,
the-warung-at-alila-villas-uluwatu,The Warung at Alila Villas Uluwatu,uluwatu-bukit,https://www.alilahotels.com/uluwatu/dining/the-warung/,,,,,,,,
the-yoga-rescue,The Yoga Rescue,uluwatu-bukit,https://theyogarescue.com/,https://www.instagram.com/theyogarescue/,,,,,,,
tropical-temptation-adult-only-beach-club,Tropical Temptation - Adult Only Beach Club,uluwatu-bukit,https://ttbeach.club/,https://www.instagram.com/tropicaltemptation/,,,,,,,
ula-cafe,Ula Cafe,uluwatu-bukit,http://ulabali.com/,https://www.instagram.com/ula_bali/,,,,,,,
ulu-active-recovery,ULU Active & Recovery,uluwatu-bukit,https://ulutribe.com/ulu-active/,https://www.instagram.com/ulu.active/,,,,,,,
ulu-artisan-ungasan,ULU ARTISAN — Ungasan,uluwatu-bukit,,https://www.instagram.com/artisan.bali/,,,,,,,
ulu-garden,Ulu Garden,uluwatu-bukit,https://ulutribe.com/ulu-garden/,https://www.instagram.com/ulu.garden/,,,,,,,
ulu-yoga-bali,ULU Yoga Bali,uluwatu-bukit,https://uluyoga.com/,https://www.instagram.com/uluyogabali/,,,,,,,
uluwatu-collective,Uluwatu Collective,uluwatu-bukit,https://classpass.com/studios/uluwatu-collective-bali,,,,,,,,
vela-spa,Vela Spa,uluwatu-bukit,https://theungasan.com/wellness-retreat-bali,,,,,,,,
waatu,WAATU,uluwatu-bukit,https://waatu.com/,https://www.instagram.com/waatu.bali/,,,,,,,
warung-bu-jonny-uluwatu,Warung Bu Jonny (Cak Man),uluwatu-bukit,,,,,,,,,
warung-local-pecatu,Warung Local,uluwatu-bukit,,https://www.instagram.com/warunglocal/,,,,,,,
warung-ubay-ungasan,Warung Ubay,uluwatu-bukit,,https://www.instagram.com/warung_ubay/,,,,,,,
white-rock-beach-club,White Rock Beach Club,uluwatu-bukit,https://whiterockbali.com/,https://www.instagram.com/whiterockbeachclub/,,,,,,,
white-water-bingin,White Water — Bingin,uluwatu-bukit,,https://www.instagram.com/whitewater.bali/,,,,,,,
yeyes-warung-uluwatu,Yeye's Warung,uluwatu-bukit,,https://www.instagram.com/warung_yeyes/,,,,,,,
yinside-yoga,YinSide Yoga,uluwatu-bukit,https://yinsideyogabali.com/,https://www.instagram.com/yinside.yoga/,,,,,,,
yoga-the-istana,Yoga @ The Istana,uluwatu-bukit,https://theistana.com/,https://www.instagram.com/the_istana/,,,,,,,
yoga-searcher-bali,Yoga Searcher Bali,uluwatu-bukit,https://yogasearcher-bali.com/,https://www.instagram.com/yogasearcherbali/,,,,,,,
yuki-uluwatu,YUKI Uluwatu,uluwatu-bukit,https://www.yuki-bali.com/uluwatu,https://www.instagram.com/yukibali_/,,,,,,,
zando-fight-camp-uluwatu,Zando Fight Camp Uluwatu,uluwatu-bukit,,https://www.instagram.com/zando_fight_camp/,,,,,,,
