priority,slug,name,district,official_url,instagram_url,gmaps_short_link,street_address,area_note,latitude,longitude,source_url,source_type,status,note
1,dala-spa-beauty-at-alaya-ubud-ubud,DaLa Spa Beauty at Alaya Ubud,ubud,https://alayahotels.com/alayaresortubud/dala-spa/,https://www.instagram.com/dalaspa/,,,Pengosekan,,,,,,
1,fair-warung-bale,Fair Warung Balé,ubud,https://fairwarungbale.shop/,https://www.instagram.com/fairwarungbaleubud/,,,Ubud,,,,,,
1,gelato-secrets-ubud,Gelato Secrets Ubud,ubud,https://gelatosecrets.com/,https://www.instagram.com/gelatosecrets/,,,Ubud,,,,,,
1,habitat-bistro,Habitat Bistro,ubud,http://thewonderspace.com/habitatbistroubud/,https://www.instagram.com/habitatbistroubud/,,"Jl. Bisma No.888A, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,,,,,,
1,heart-space-bali,Heart Space Bali,ubud,https://www.heartspacebali.com/,https://www.instagram.com/heartspace.bali/,,"Jl. Nyuh Kuning No. 1, MAS, Ubud, Gianyar 80571","Jl. Nyuh Kuning No. 1, MAS, Ubud, Gianyar 80571",,,,,,
1,intuitive-flow,Intuitive Flow,ubud,https://intuitiveflow.com/,https://www.instagram.com/intuitive_flow_yogastudio/,,,"Nalanda School, Penestanan Kelod, Ubud, Gianyar 80571",,,,,,
1,jaens-spa,Jaens Spa,ubud,https://jaensspa.com/,https://www.instagram.com/jaensspa/,,"Jl. Raya Pengosekan, Ubud (multiple outlets near Monkey Forest)","Jl. Raya Pengosekan, Ubud (multiple outlets near Monkey Forest)",,,,,,
1,jaens-spa-ubud-ubud,Jaens Spa Ubud,ubud,https://jaensspa.com/,https://www.instagram.com/jaensspatriloka/,,,Ubud,,,,,,
1,karsa-spa,Karsa Spa,ubud,https://karsaspa.com/,https://www.instagram.com/karsaspa/,,,"Bangkiang Sidem, on the Artist's Trail at the end of the Campuhan Ridge Walk, Ubud",,,,,,
1,kojin-teppanyaki-restaurant-ubud-by-wonderspace,Kojin Teppanyaki Restaurant Ubud by Wonderspace,ubud,http://thewonderspace.com/kojinbali/,https://www.instagram.com/kojinbali/,,"Jl. Raya Desa Kenderan No.88A, Kenderan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,,,,,,
1,kush-ayurveda-yoga-barn,KUSH Ayurvedic Rejuvenation Spa at The Yoga Barn,ubud,https://theyogabarn.com/,,,"Jl. Sukma / Pengosekan, at The Yoga Barn, Ubud","Jl. Sukma / Pengosekan, at The Yoga Barn, Ubud",,,,,,
1,la-portal-to-shamballah,La Portal to Shamballah,ubud,https://www.laportaltoshamballah.com/,https://www.instagram.com/laportal.shamballah.ubud/,,,,,,,,,
1,laka-leke,Laka Leke,ubud,https://www.lakaleke.com/,https://www.instagram.com/lakalekerestaurant/,,,Ubud,,,,,,
1,locavore-nxt,Locavore NXT,ubud,https://locavorenxt.com/,https://www.instagram.com/locavorenxt/,,"Jl. A.A. Gede Rai, Gang Pura Panti Bija, Lodtunduh, Ubud, Gianyar, Bali 80571, Indonesia","Jl. A.A. Gede Rai, Gang Pura Panti Bija, Lodtunduh, Ubud, Gianyar, Bali 80571, Indonesia",,,,,,
1,mandapa-spa-ubud,Mandapa Spa,ubud,https://www.ritzcarlton.com/en/hotels/dpsub-mandapa-a-ritz-carlton-reserve/overview/,,,,Kedewatan / Sayan,,,,,,
1,mango-tree-spa-loccitane,Mango Tree Spa by L'OCCITANE,ubud,https://www.mangotreespabali.com/,,,,"At Kupu Kupu Barong Villas, Ayung River valley, Kedewatan, Ubud",,,,,,
1,maya-ubud-fitness-centre-ubud,Maya Ubud Fitness Centre,ubud,http://mayaresorts.com/ubud/,https://www.instagram.com/mayaubud/,,,Peliatan / Ubud edge,,,,,,
1,maya-ubud-spa-ubud,Maya Ubud Spa,ubud,http://mayaresorts.com/ubud/,https://www.instagram.com/mayaubud,,,Peliatan / Ubud edge,,,,,,
1,maya-ubud-yoga-ubud,Maya Ubud Yoga,ubud,http://mayaresorts.com/ubud/,https://www.instagram.com/mayaubud/,,,Peliatan / Ubud edge,,,,,,
1,melting-wok-warung,Melting Wok Warung,ubud,https://www.instagram.com/melting_wok_warung/,https://www.instagram.com/melting_wok_warung/,,"Jl. Gootama No.13, Ubud, Kec. Ubud, Gianyar Regency, Bali 80571, Indonesia",,,,,,,
1,milk-and-madu-ubud,Milk & Madu Ubud,ubud,https://milkandmadu.com/location/,https://www.instagram.com/milkandmadu/,https://maps.app.goo.gl/UmVZZDgFxPPTT8Mn7,"Jl. Suweta No.3, Ubud, Gianyar, Bali 80571, Indonesia","Jl. Suweta No.3, Ubud, Gianyar, Bali 80571, Indonesia",,,,,,
1,mozaic,Mozaic,ubud,https://www.mozaic-bali.com/,https://www.instagram.com/mozaicrestaurantubud/,,"Jl. Raya Sanggingan, Kedewatan, Ubud, Gianyar, Bali 80571, Indonesia","Jl. Raya Sanggingan, Kedewatan, Ubud, Gianyar, Bali 80571, Indonesia",,,,,,
1,norii-japanese-restaurant-ubud,Norii Japanese Restaurant — Ubud,ubud,http://thewonderspace.com/noriiubud/,https://www.instagram.com/noriibali/,,"Jl. Sawah Indah Gang Amarea No.8, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,,,,,,
1,oneworld-ayurveda,Oneworld Ayurveda,ubud,https://oneworldayurveda.com/ubud/,https://www.instagram.com/oneworldayurveda/,,,"Pengosekan, Ubud, Gianyar 80571",,,,,,
1,onion-collective,Onion Collective,ubud,https://theonionco.com/,https://www.instagram.com/theonionco/,,,Ubud,,,,,,
1,putri-bali-spa,Putri Bali Spa,ubud,https://www.putribalispa.com/,https://www.instagram.com/putribali_spa/,,"Jl. Raya Sanggingan, Ubud","Jl. Raya Sanggingan, Ubud",,,,,,
1,pyramids-of-chi,Pyramids of Chi,ubud,https://ubud.pyramidsofchi.com/,https://www.instagram.com/pyramidsofchi/,,"Jl. Kelebang Moding, Bentuyung Sari, Ubud, Gianyar 80571","Jl. Kelebang Moding, Bentuyung Sari, Ubud, Gianyar 80571",,,,,,
1,radiantly-alive,Radiantly Alive,ubud,https://www.radiantlyalive.com/,https://www.instagram.com/radiantlyaliveyoga/,,"Jl. Jembawan No. 3, Ubud, Gianyar 80571","Jl. Jembawan No. 3, Ubud, Gianyar 80571",,,,,,
1,room4dessert,Room4Dessert,ubud,https://www.room4dessert.com/,https://www.instagram.com/r4d_room4dessert/,,"Jl. Raya Sanggingan, Kedewatan, Ubud, Gianyar, Bali 80561, Indonesia","Jl. Raya Sanggingan, Kedewatan, Ubud, Gianyar, Bali 80561, Indonesia",,,,,,
1,sacred-river-spa-at-four-seasons-sayan-ubud,Sacred River Spa at Four Seasons Sayan,ubud,https://www.fourseasons.com/sayan/spa/,,,,Sayan,,,,,,
1,sang-spa,Sang Spa & Yoga,ubud,https://sangspa.com/,https://www.instagram.com/sangspaubud/,,"Jl. Jembawan No. 13B, Padang Tegal, Ubud (with a second Pengosekan outlet)","Jl. Jembawan No. 13B, Padang Tegal, Ubud (with a second Pengosekan outlet)",,,,,,
1,sayuri-healing-food,Sayuri Healing Food,ubud,https://sayurihealingfood.com/,https://www.instagram.com/sayuri_healing_food/,,"Jl. Sukma Kesuma No.2, Peliatan, Ubud, Gianyar Regency, Bali 80571, Indonesia",,,,,,,
1,seniman-coffee-studio,Seniman Coffee Studio,ubud,https://www.senimancoffee.com/seniman-ubud/,https://www.instagram.com/senimancoffee/,https://maps.app.goo.gl/TyQT3rqL8VbPVHUi8,,Ubud,,,,,,
1,seven-paintings-ubud-restaurant,Seven Paintings Ubud Restaurant,ubud,http://sevenpaintingsubud.com/,,,"Jl. Bisma No.888A, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,,,,,,
1,shichirin-japanese-restaurant-ubud,Shichirin Japanese Restaurant — Ubud,ubud,http://thewonderspace.com/shichirinubud/,https://www.instagram.com/shichirincanggu/,,"Jl. Bisma No.888A, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,,,,,,
1,spring-spa-ubud,Spring Spa Ubud,ubud,https://www.springspa.com/locations/bali/ubud,,,,"Ubud, Bali (rice-terrace setting)",,,,,,
1,svaha-spa,Svaha Spa,ubud,https://svahaspa.com/,https://www.instagram.com/svaha.spa/,,"Jl. Bisma, Ubud (plus Teges, Kenderan and other Ubud outlets)","Jl. Bisma, Ubud (plus Teges, Kenderan and other Ubud outlets)",,,,,,
1,svaha-spa-beauty-ubud-ubud,Svaha Spa Beauty Ubud,ubud,https://svahawellness.com/,,,,Bisma / Ubud Centre edge,,,,,,
1,svaha-spa-bisma-ubud,Svaha Spa Bisma,ubud,https://svahawellness.com/,https://www.instagram.com/svahaspabisma/,,,Bisma / Ubud Centre edge,,,,,,
1,taksu-spa-ubud,Taksu Spa,ubud,https://taksu.org/,https://www.instagram.com/taksuwellnesscenter/,,,Ubud Centre,,,,,,
1,taksu-spa-beauty-ubud,Taksu Spa Beauty,ubud,https://taksu.org/,https://www.instagram.com/taksuwellnesscenter/,,,Ubud Centre,,,,,,
1,taksu-yoga,Taksu Yoga,ubud,https://taksu.org/contact/,https://www.instagram.com/taksuwellnesscenter/,,,,,,,,,
1,taksu-yoga-ubud,Taksu Yoga & Wellness Center,ubud,https://taksu.org/,https://www.instagram.com/taksuwellnesscenter/,,"Jl. Goutama Selatan, Ubud, Gianyar 80571","Jl. Goutama Selatan, Ubud, Gianyar 80571",,,,,,
1,the-jungle-club-ubud-by-wonderspace,The Jungle Club Ubud by Wonderspace,ubud,http://jungleclububud.com/,https://www.instagram.com/jungleclububud/,,"Jl. Jaga Raga No.8A, Celuk, Ubud, Gianyar Regency, Bali 80582, Indonesia",,,,,,,
1,the-shala-bali,The Shala Bali,ubud,https://www.theshalabali.com/,https://www.instagram.com/theshalabali/,,"Jl. Sanggingan No. 90, Penestanan Kaja, Ubud, Gianyar 80571","Jl. Sanggingan No. 90, Penestanan Kaja, Ubud, Gianyar 80571",,,,,,
1,the-yoga-barn,The Yoga Barn,ubud,https://www.theyogabarn.com/,https://www.instagram.com/theyogabarn/,,"Jl. Raya Pengosekan, Padang Tegal, Ubud, Gianyar 80571","Jl. Raya Pengosekan, Padang Tegal, Ubud, Gianyar 80571",,,,,,
1,titi-batu-ubud-club-ubud,Titi Batu Ubud Club,ubud,https://titibatu.com/,https://www.instagram.com/titi_batu,,,Lodtunduh / Nyuh Kuning edge,,,,,,
1,tukies-coconut-shop,Tukies Coconut Shop,ubud,https://www.facebook.com/tukies.online/,https://www.instagram.com/tukiescoconutshop/,,"Jl. Monkey Forest No.15, Ubud, Gianyar Regency, Bali 80571, Indonesia",,,,,,,
1,ubud-fitness-center,Ubud Fitness Center,ubud,https://www.ubudfitnesscentre.com/,https://www.instagram.com/ubud_fitness/,,,Ubud,,,,,,
1,ubud-pilates,Ubud Pilates,ubud,https://ubudpilates.com/,https://www.instagram.com/ubudpilates,,,Ubud,,,,,,
1,ubud-sari-health-resort,Ubud Sari Health Resort,ubud,https://ubudsari.com/,https://www.instagram.com/ubudsari/,,,"~5 minutes from Ubud centre, Ubud",,,,,,
1,ubud-traditional-spa,Ubud Traditional Spa,ubud,https://ubudtraditionalspa.com/,https://www.instagram.com/ubud.traditionalspa/,,,"Payogan village, near Pura Puncak temple, ~4 km west of Ubud centre",,,,,,
1,ubud-yoga-centre,Ubud Yoga Centre,ubud,https://ubudyogacentre.com/,https://www.instagram.com/ubudyogacentre/,,"Jl. Raya Singakerta No. 108, Nyuh Kuning, Ubud, Gianyar 80571","Jl. Raya Singakerta No. 108, Nyuh Kuning, Ubud, Gianyar 80571",,,,,,
1,ubud-yoga-house,Ubud Yoga House,ubud,https://ubudyogahouse.com/,https://www.instagram.com/ubudyogahouse/,,"Jl. Subak Sokwayah, Ubud, Gianyar 80571","Jl. Subak Sokwayah, Ubud, Gianyar 80571",,,,,,
1,manga-madu,Warung Mangga Madu,ubud,https://warungmanggamadu.shop/,https://www.instagram.com/warungmanggamadu/,,,Ubud,,,,,,
1,watercress-ubud,Watercress Ubud,ubud,https://watercressbali.com/,https://www.instagram.com/watercressbali/,https://maps.app.goo.gl/uwHUepXkmVaZZ6kRA,"Jl. Monkey Forest, Ubud, Gianyar, Bali 80571, Indonesia","Jl. Monkey Forest, Ubud, Gianyar, Bali 80571, Indonesia",,,,,,
1,zest-ubud,Zest Ubud,ubud,https://www.zestubud.com/,https://www.instagram.com/zestubud/,https://goo.gl/maps/6EWyKfQ4z6VbFzch7,"Jl. Penestanan No.7, Sayan, Ubud, Gianyar 80571","Jl. Penestanan No.7, Sayan, Ubud, Gianyar 80571",,,,,,
1,zuna-yoga-ubud,Zuna Yoga,ubud,https://zunayoga.com/,https://www.instagram.com/zunayoga/,,,Ubud,,,,,,
1,360-move-uluwatu,360 Move Uluwatu,uluwatu-bukit,https://360moveuluwatu.com/,https://www.instagram.com/360move_uluwatu/,,,,,,,,,
1,alchemy-uluwatu,Alchemy Uluwatu,uluwatu-bukit,https://www.alchemybali.com/uluwatu,https://www.instagram.com/alchemybali/,https://maps.app.goo.gl/VJywLyNdL3XZM5jE8,,Uluwatu/Bukit,,,,,,
1,alchemy-yoga-and-meditation-center-uluwatu,Alchemy Yoga & Meditation Center Uluwatu,uluwatu-bukit,https://www.alchemyyogacenter.com/uluwatu-aymc-schedule,https://www.instagram.com/alchemyyogauluwatu/,,,,,,,,,
1,ami-studio,Ami Studio,uluwatu-bukit,https://classpass.com/studios/ami-studio-bali,https://www.instagram.com/amipilatesuluwatu/,,,,,,,,,
1,ants-pants-uluwatu,Ants Pants Uluwatu,uluwatu-bukit,https://antspantsbali.com/,https://www.instagram.com/antspants.uluwatu/,,"Family Nest Experience Villas, JI. Labuansait, JI Jl. Pantai Cemongkak, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
1,bambu-fitness-bali,Bambu Fitness Bali,uluwatu-bukit,https://bambufitnessbali.com/,https://www.instagram.com/bambufitnessbali/,,,,,,,,,
1,bambu-pilates,Bambu Pilates,uluwatu-bukit,https://bambufitnessbali.com/,,,,,,,,,,
1,bgs-uluwatu,BGS Uluwatu,uluwatu-bukit,https://bgsbali.com/store/bgs-uluwatu/,https://www.instagram.com/bgsbali/,https://maps.app.goo.gl/FXZZRc7kGUPgsiU9A,,Uluwatu/Bukit,,,,,,
1,bluvana-reformer-studio,Bluvana Reformer Studio,uluwatu-bukit,https://classpass.com/studios/bluvana-reformer-studio-bali,,,,,,,,,,
1,d-nailbar-spa-uluwatu,D'Nailbar Spa Uluwatu,uluwatu-bukit,http://dnailbar.com/,https://www.instagram.com/dnailbar_uluwatu/,,,,,,,,,
1,drifter-surf-cafe,Drifter Surf Shop & Cafe,uluwatu-bukit,https://driftersurf.com/pages/cafe,https://www.instagram.com/driftersurfshop/,,"Jl. Labuansait No.52, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",,,,,,,
1,gooseberry-french-restaurant-uluwatu,Gooseberry French Restaurant | Uluwatu,uluwatu-bukit,https://www.gooseberry-restaurant.com/,https://www.instagram.com/gooseberry_restaurant/,https://maps.app.goo.gl/PZLU53eQUEqKAc8X6,,Pecatu / uluwatu bukit,,,,,,
1,humans-cafe,HUMANS CAFE,uluwatu-bukit,http://humansbali.com/,https://www.instagram.com/humans.bali/,,"55J6+93R, Jl. Bali Cliff, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
1,kala-uluwatu,KALA Uluwatu,uluwatu-bukit,https://kalauluwatu.com/,https://www.instagram.com/kala.uluwatu/,,,Uluwatu/Bukit,,,,,,
1,karma-spa-at-karma-kandara,Karma Spa at Karma Kandara,uluwatu-bukit,https://karmagroup.com/resort/karma-kandara-bali/,,,,,,,,,,
1,la-terrazza-uluwatu,La Terrazza Uluwatu,uluwatu-bukit,https://www.laterrazzauluwatu.com/,https://www.instagram.com/laterrazza_uluwatu_bali/,,"53MQ+VFW, Jl. Pantai Suluban Jl. Labuansait, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
1,la-tribu,La Tribu,uluwatu-bukit,https://classpass.com/studios/la-tribu-uluwatu,,,,,,,,,,
1,la-tribu-bali,La Tribu Bali,uluwatu-bukit,https://latribubali.id/,https://www.instagram.com/latribubali/,,,,,,,,,
1,lemanja-uluwatu,Lemanjá Uluwatu,uluwatu-bukit,https://www.lemanjabali.com/,https://www.instagram.com/lemanjabali/,,"Jl. Labuansait No.168, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
1,lolas-cantina-uluwatu,Lola’s Cantina Mexicana — Uluwatu,uluwatu-bukit,https://www.lolasbali.com/,https://www.instagram.com/lolasbali/,,"Jl. Labuansait No.10, Pecatu, Kuta Selatan, Badung, Bali 80361, Indonesia","Jl. Labuansait No.10, Pecatu, Kuta Selatan, Badung, Bali 80361, Indonesia",,,,,,
1,mana-uluwatu,Mana Uluwatu,uluwatu-bukit,https://uluwatusurfvillas.com/restaurant/,https://www.instagram.com/manauluwatu/,,,Pecatu / uluwatu bukit,,,,,,
1,mantra-wellness,Mantra Wellness,uluwatu-bukit,https://classpass.com/studios/mantra-wellness-bali,,,,,,,,,,
1,masonry-restaurant,MASONRY Restaurant,uluwatu-bukit,https://masonrybali.com/uluwatu,https://www.instagram.com/masonry.bali/,,,Uluwatu/Bukit,,,,,,
1,milk-and-madu-uluwatu,Milk & Madu Uluwatu,uluwatu-bukit,https://milkandmadu.com/location/,https://www.instagram.com/milkandmadu/,https://maps.app.goo.gl/1BDUXs5ihRX2Vxmp8,"Jalan Labuan Sait, Banjar Dinas Labuan Sait, Pecatu, Kuta Selatan, Badung, Bali 80361, Indonesia","Jalan Labuan Sait, Banjar Dinas Labuan Sait, Pecatu, Kuta Selatan, Badung, Bali 80361, Indonesia",,,,,,
1,morning-light-yoga,Morning Light Yoga,uluwatu-bukit,https://uluwatusurfvillas.com/yoga/,,,,,,,,,,
1,morning-light-yoga-studio,Morning Light Yoga Studio,uluwatu-bukit,https://uluwatusurfvillas.com/yoga/,https://www.instagram.com/morninglightyoga/,,,,,,,,,
1,naya-uluwatu,NAYA Uluwatu,uluwatu-bukit,https://momence.com/u/studio-naya,https://www.instagram.com/nayapilatesbali/,,,,,,,,,
1,ours-spa-boutique,Ours Spa & Boutique,uluwatu-bukit,https://oursspabali.com/,https://www.instagram.com/ourspabali/,,,,,,,,,
1,papi-sapi,Papi Sapi,uluwatu-bukit,https://papisapi.com/,https://www.instagram.com/papisapi_/,https://maps.app.goo.gl/kbamNkgPuz11gbRWA,,Uluwatu/Bukit,,,,,,
1,piccolina,Piccolina,uluwatu-bukit,https://piccolinabali.com/,https://www.instagram.com/piccolina.bali/,,,,,,,,,
1,raw-gym-uluwatu,Raw Gym Uluwatu,uluwatu-bukit,https://rawuluwatu.com/,https://www.instagram.com/raw_uluwatu/,,,,,,,,,
1,reform-pilates-bali,Reform Pilates Bali,uluwatu-bukit,https://www.reformpilatesbali.com/,https://www.instagram.com/reformpilatesbali/,,,,,,,,,
1,reform-pilates-bingin,Reform Pilates Bingin,uluwatu-bukit,https://classpass.com/studios/reform-pilates-bingin-bali,,,,,,,,,,
1,reform-uluwatu,Reform+ Uluwatu,uluwatu-bukit,https://www.reformpilatesbali.com/reformplus,https://www.instagram.com/reformpilatesbali/,,,,,,,,,
1,rockfish-cliffside,Rockfish Cliffside,uluwatu-bukit,https://rockfish-cliffside.com/,https://www.instagram.com/rockfish_cliffside/,,"Br. Dinas Karang Boma, Jl. Batu Bolong, Pecatu, Kuta Selatan, Badung, Bali, Indonesia","Br. Dinas Karang Boma, Jl. Batu Bolong, Pecatu, Kuta Selatan, Badung, Bali, Indonesia",,,,,,
1,rose-petal,Rose Petal,uluwatu-bukit,https://rosepetalbali.com/,,,,,,,,,,
1,single-fin,Single Fin,uluwatu-bukit,https://www.singlefinbali.com/,https://www.instagram.com/singlefinbali/,,,Pecatu / uluwatu bukit,,,,,,
1,six-senses-spa-uluwatu,Six Senses Spa Uluwatu,uluwatu-bukit,https://www.sixsenses.com/en/hotels-resorts/asia-the-pacific/indonesia/uluwatu-bali/wellness-spa/,,,,,,,,,,
1,spa-at-mu,Spa at Mu,uluwatu-bukit,https://mu-bali.com/,,,,,,,,,,
1,spring-spa-uluwatu,Spring Spa Uluwatu,uluwatu-bukit,https://www.springspa.com/locations/bali/uluwatu,,,,,,,,,,
1,studio-fondue,Studio Fondue,uluwatu-bukit,https://studio-fondue.com/,https://www.instagram.com/studio.fondue/,,,,,,,,,
1,suka-espresso,Suka Espresso,uluwatu-bukit,https://www.bysuka.com/suka-uluwatu,https://www.instagram.com/sukaespresso/,,,Pecatu / uluwatu bukit,,,,,,
1,sundays-beach-club,Sundays Beach Club,uluwatu-bukit,https://www.sundaysbeachclub.com/,https://www.instagram.com/sundaysbeachclub/,,,Ungasan / uluwatu bukit,,,,,,
1,supreme-indian-restaurant,Supreme Indian Restaurant,uluwatu-bukit,https://supremebali.com/,https://www.instagram.com/supreme_balirestaurant/,,,,,,,,,
1,svaha-spa-bingin,Svaha Spa Bingin,uluwatu-bukit,https://svahaspa.com/bingin,https://www.instagram.com/svahaspa/,,,,,,,,,
1,the-asa-maia,The Asa Maia,uluwatu-bukit,https://www.theasamaia.com/,https://www.instagram.com/theasamaia/,,,,,,,,,
1,the-bvlgari-spa,The Bvlgari Spa,uluwatu-bukit,https://www.bulgarihotels.com/en_US/bali/spa-and-fitness/the-spa,,,,,,,,,,
1,the-space-bali,The Space Bali,uluwatu-bukit,https://thespacebali.org/,https://www.instagram.com/thespacebali.bingin/,,,,,,,,,
1,the-temple-lodge,The Temple Lodge,uluwatu-bukit,https://www.thetemplelodge.com/,https://www.instagram.com/thetemplelodge/,,,,,,,,,
1,the-warung-at-alila-villas-uluwatu,The Warung at Alila Villas Uluwatu,uluwatu-bukit,https://www.alilahotels.com/uluwatu/dining/the-warung/,,,,Pecatu / uluwatu bukit,,,,,,
1,the-yoga-rescue,The Yoga Rescue,uluwatu-bukit,https://theyogarescue.com/,https://www.instagram.com/theyogarescue/,,,,,,,,,
1,tropical-temptation-adult-only-beach-club,Tropical Temptation - Adult Only Beach Club,uluwatu-bukit,https://ttbeach.club/,https://www.instagram.com/tropicaltemptation/,,,Ungasan / uluwatu bukit,,,,,,
1,ula-cafe,Ula Cafe,uluwatu-bukit,http://ulabali.com/,https://www.instagram.com/ula_bali/,,"Jl. Pantai Balangan, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
1,ulu-active-recovery,ULU Active & Recovery,uluwatu-bukit,https://ulutribe.com/ulu-active/,https://www.instagram.com/ulu.active/,,,,,,,,,
1,ulu-garden,Ulu Garden,uluwatu-bukit,https://ulutribe.com/ulu-garden/,https://www.instagram.com/ulu.garden/,https://maps.app.goo.gl/XVPZGC9e1rhpYodG9,,Uluwatu/Bukit,,,,,,
1,ulu-yoga-bali,ULU Yoga Bali,uluwatu-bukit,https://uluyoga.com/,https://www.instagram.com/uluyogabali/,,,,,,,,,
1,uluwatu-collective,Uluwatu Collective,uluwatu-bukit,https://classpass.com/studios/uluwatu-collective-bali,,,,,,,,,,
1,vela-spa,Vela Spa,uluwatu-bukit,https://theungasan.com/wellness-retreat-bali,,,,,,,,,,
1,waatu,WAATU,uluwatu-bukit,https://waatu.com/,https://www.instagram.com/waatu.bali/,https://maps.app.goo.gl/Qncha4ogaVhVkgUD8,,Uluwatu/Bukit,,,,,,
1,white-rock-beach-club,White Rock Beach Club,uluwatu-bukit,https://whiterockbali.com/,https://www.instagram.com/whiterockbeachclub/,,,Ungasan / uluwatu bukit,,,,,,
1,yinside-yoga,YinSide Yoga,uluwatu-bukit,https://yinsideyogabali.com/,https://www.instagram.com/yinside.yoga/,,,,,,,,,
1,yoga-the-istana,Yoga @ The Istana,uluwatu-bukit,https://theistana.com/,https://www.instagram.com/the_istana/,,,,,,,,,
1,yoga-searcher-bali,Yoga Searcher Bali,uluwatu-bukit,https://yogasearcher-bali.com/,https://www.instagram.com/yogasearcherbali/,,,,,,,,,
1,yuki-uluwatu,YUKI Uluwatu,uluwatu-bukit,https://www.yuki-bali.com/uluwatu,https://www.instagram.com/yukibali_/,https://maps.app.goo.gl/qr3wZrGTXh7HGyie6,,Pecatu / uluwatu bukit,,,,,,
2,moana-fish-eatery,Moana Fish Eatery,canggu,,https://www.instagram.com/moana.bali/,https://maps.app.goo.gl/ZgKeetdPYWy7WxrU9,,Batu Bolong,,,,,,
2,skool-kitchen,SKOOL Kitchen,canggu,,https://www.instagram.com/skoolkitchen/,https://maps.app.goo.gl/HiqdzhtCbuZe92SGA,,"Batu Bolong Beach, Canggu",,,,,,
2,touche-cafe-and-restaurant,Touché Cafe & Restaurant,canggu,,https://www.instagram.com/touche.bali/,https://maps.app.goo.gl/3rm5EdsYDw9jkDxK9,,Pererenan / Mengwi / Pererenan north,,,,,,
3,blu-cafe-chef-made,BLU Cafe. Chef Made,canggu,,https://www.instagram.com/blu_cafe_chefmade/,,"Jalan Pantai Pererenan No.150b , Pererenan, Kec. Mengwi, Banjar, Pengembungan, Bali, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",,,,,,,
3,dandelion,Casa Tua,canggu,,https://www.instagram.com/casatua.canggu/,,"Jl. Pantai Batu Bolong No.10, Canggu","Jl. Pantai Batu Bolong No.10, Canggu",,,,,,
3,focaccia-buddies,Focaccia Buddies,canggu,,https://www.instagram.com/focacciabuddies.bali/,,"Jl. Pantai Pererenan No.107, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",,,,,,,
3,home-cafe-mengwi,HOME Cafe MENGWI,canggu,,https://www.instagram.com/homekikicafe/,,"Br. Tiying Tutul No.19, Pererenan, Mengwi, Badung Regency, Bali 80351, Indonesia",,,,,,,
3,kopiten,Kopiten,canggu,,https://www.instagram.com/kopiten_coffee/,,"Jl. Raya Tumbakbayuh - Pererenan, Tumbak Bayuh, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",,,,,,,
3,mavammy,Mavammy,canggu,,https://www.instagram.com/mavammy/,,"Jl. Pantai Batu Bolong No.8, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,momento-daily-resto,Momento Daily Resto,canggu,,https://www.instagram.com/momento.bali/,,"Jl. Pantai Batu Bolong No.32, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,nuna-bali,Nuna Bali,canggu,,,,"Jl. Pantai Batu Mejan No.106, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali, Indonesia",,,,,,,
3,porch,Porch,canggu,,https://www.instagram.com/porch.bali/,,"Jl. Raya Semat No.1, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,wohl-cafe,WOHL Cafe,canggu,,https://www.instagram.com/wohlcafe/,,"Jl. Sempol No.26, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",,,,,,,
3,xo-rooftop,XO ROOFTOP,canggu,,https://www.instagram.com/xo.rooftop/,,"Jl. Kayu Tulang Teratai Grand Village No.B1, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,mamu-ubud-cafe-shisha-hookah,MAMU Ubud Cafe Shisha Hookah,ubud,,https://www.instagram.com/mamu_bali/,,"Jl. Made Lebah, Mas, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,,,,,,
