vehicle_id,venue_id,venue_name,vehicle_name,vehicle_type,period_text,price,price_raw,currency,price_from,source
efc87d799e91268e-v0,efc87d799e91268e,PT VRM TRANS BALI,Honda Scoopy,motorbike,per day,,50 ribu,IDR,True,https://www.vrmtrans.com/artikel/category/gianyar
efc87d799e91268e-v1,efc87d799e91268e,PT VRM TRANS BALI,Honda Vario,motorbike,per day,,70 ribu,IDR,True,https://www.vrmtrans.com/artikel/category/gianyar
efc87d799e91268e-v2,efc87d799e91268e,PT VRM TRANS BALI,Yamaha NMAX,motorbike,per day,,100 ribu,IDR,True,https://www.vrmtrans.com/artikel/category/gianyar
efc87d799e91268e-v3,efc87d799e91268e,PT VRM TRANS BALI,Honda PCX,motorbike,per day,,150 ribu,IDR,True,https://www.vrmtrans.com/artikel/category/gianyar
777ad810e90db69c-v0,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA SCOOPY 110cc,scooter,3 - 4 days,,IDR 85K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v1,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA SCOOPY 110cc,scooter,5 - 14 days,,IDR 70K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v2,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA SCOOPY 110cc,scooter,15 - 21 days,,IDR 60K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v3,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA SCOOPY 110cc,scooter,Monthly,,IDR 1500K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v4,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA N-MAX 155cc,scooter,3 - 4 days,,IDR 150K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v5,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA N-MAX 155cc,scooter,5 - 14 days,,IDR 120K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v6,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA N-MAX 155cc,scooter,15 - 21 days,,IDR 100K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v7,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA N-MAX 155cc,scooter,Monthly,,IDR 2400K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v8,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA PCX 160cc,scooter,3 - 4 days,,IDR 150K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v9,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA PCX 160cc,scooter,5 - 14 days,,IDR 120K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v10,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA PCX 160cc,scooter,15 - 21 days,,IDR 100K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v11,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA PCX 160cc,scooter,Monthly,,IDR 2200K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v12,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 125cc,scooter,3 - 4 days,,IDR 85K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v13,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 125cc,scooter,5 - 14 days,,IDR 70K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v14,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 125cc,scooter,15 - 21 days,,IDR 60K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v15,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 125cc,scooter,Monthly,,IDR 1500K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v16,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FILANO 125cc,scooter,3 - 7 days,,IDR 100K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v17,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FILANO 125cc,scooter,8 - 14 days,,IDR 85K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v18,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FILANO 125cc,scooter,15 - 21 days,,IDR 65K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v19,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FILANO 125cc,scooter,Monthly,,IDR 1900K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v20,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FAZZIO 125cc,scooter,3 - 4 days,,IDR 85K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v21,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FAZZIO 125cc,scooter,5 - 14 days,,IDR 70K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v22,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FAZZIO 125cc,scooter,15 - 21 days,,IDR 60K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v23,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA FAZZIO 125cc,scooter,Monthly,,IDR 1500K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v24,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 150cc,scooter,3 - 7 days,,IDR 100K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v25,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 150cc,scooter,8 - 14 days,,IDR 85K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v26,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 150cc,scooter,15 - 21 days,,IDR 65K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v27,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA VARIO 150cc,scooter,Monthly,,IDR 1900K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v28,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,Vespa Sprint 150cc,scooter,3 - 4 days,,IDR 165K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v29,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,Vespa Sprint 150cc,scooter,5 - 14 days,,IDR 135K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v30,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,Vespa Sprint 150cc,scooter,15 - 21 days,,IDR 115K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v31,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,Vespa Sprint 150cc,scooter,Monthly,,IDR 2500K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v32,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA X-MAX 250cc,scooter,3 - 4 days,,IDR 300K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v33,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA X-MAX 250cc,scooter,5 - 14 days,,IDR 250K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v34,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA X-MAX 250cc,scooter,15 - 21 days,,IDR 200K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v35,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA X-MAX 250cc,scooter,Monthly,,IDR 3500K,IDR,True,https://baliscooters.com/seminyak-motorbike-scooter-rental
777ad810e90db69c-v36,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA SCOOPY 110cc,scooter,Daily,60000,60 000 IDR,IDR,True,https://baliscooters.com/bali-scooter-rental-cost/
777ad810e90db69c-v37,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,YAMAHA N-MAX 155cc,scooter,Daily,150000,150 000 IDR,IDR,True,https://baliscooters.com/bali-scooter-rental-cost/
777ad810e90db69c-v38,777ad810e90db69c,Seminyak Motorbike & Scooter Rental,HONDA PCX 160cc,scooter,Daily,150000,150 000 IDR,IDR,True,https://baliscooters.com/bali-scooter-rental-cost/
8fe5f1667525a00f-v0,8fe5f1667525a00f,BaliBikeHouse,Royal Enfield Classic Twin 650 ABS Brown White,motorbike,per day,800000,"from IDR 800,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v1,8fe5f1667525a00f,BaliBikeHouse,Yamaha Xmax Tech SE ABS 2024,scooter,per day,185000,"from IDR 185,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v2,8fe5f1667525a00f,BaliBikeHouse,Yamaha Xmax 2024 black blue limited edition,scooter,per day,165000,"from IDR 165,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v3,8fe5f1667525a00f,BaliBikeHouse,Yamaha Xmax 2023 Premium black,scooter,per day,165000,"from IDR 165,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v4,8fe5f1667525a00f,BaliBikeHouse,Yamaha Xmax 2023 Prestige Grey,scooter,per day,165000,"from IDR 165,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v5,8fe5f1667525a00f,BaliBikeHouse,Yamaha Xmax 2023 Limited Black edition,scooter,per day,165000,"from IDR 165,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v6,8fe5f1667525a00f,BaliBikeHouse,Yamaha Xmax 2025,scooter,per day,165000,"from IDR 165,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v7,8fe5f1667525a00f,BaliBikeHouse,ADV 160 CC KEYLESS 2025,scooter,per day,100000,"from IDR 100,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v8,8fe5f1667525a00f,BaliBikeHouse,HARLEY SPORSTER 48,motorbike,per day,4000000,"from IDR 4,000,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v9,8fe5f1667525a00f,BaliBikeHouse,YAMAHA XMAX 2025,scooter,per day,215000,"from IDR 215,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v10,8fe5f1667525a00f,BaliBikeHouse,XMax WITH BACKREST 2025,scooter,per day,230000,"from IDR 230,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v11,8fe5f1667525a00f,BaliBikeHouse,XMax WITH BACKREST 2024,scooter,per day,185000,"from IDR 185,000 / day",IDR,True,https://balibikehouse.com/
8fe5f1667525a00f-v12,8fe5f1667525a00f,BaliBikeHouse,Yamaha Fazzio Red,scooter,per day,145000,"IDR 145,000",IDR,True,https://balibikehouse.com/guides/scooter-or-car-rental-in-bali-when-does-each-option-make-more-sense-67
8fe5f1667525a00f-v13,8fe5f1667525a00f,BaliBikeHouse,Honda PCX,scooter,per day,210000,"IDR 210,000",IDR,True,https://balibikehouse.com/guides/scooter-or-car-rental-in-bali-when-does-each-option-make-more-sense-67
8fe5f1667525a00f-v14,8fe5f1667525a00f,BaliBikeHouse,Daihatsu Ayla with Apple Car Play & Rear Camera,car,per day,300000,"IDR 300,000",IDR,True,https://balibikehouse.com/guides/scooter-or-car-rental-in-bali-when-does-each-option-make-more-sense-67
8fe5f1667525a00f-v15,8fe5f1667525a00f,BaliBikeHouse,Toyota Avanza,car,per day,350000,"IDR 350,000",IDR,True,https://balibikehouse.com/guides/scooter-or-car-rental-in-bali-when-does-each-option-make-more-sense-67
f89bab51fe59fcab-v0,f89bab51fe59fcab,Bikago,Honda Vario 160,scooter,per day,,Price not specified,IDR,True,https://www.bikago.com/bali/
f89bab51fe59fcab-v1,f89bab51fe59fcab,Bikago,Yamaha NMAX 155,scooter,per day,,Price not specified,IDR,True,https://www.bikago.com/bali/
f89bab51fe59fcab-v2,f89bab51fe59fcab,Bikago,Honda ADV 160,scooter,per day,,Price not specified,IDR,True,https://www.bikago.com/bali/
f89bab51fe59fcab-v3,f89bab51fe59fcab,Bikago,Honda Click 160 ABS,motorbike,per day,,,THB,True,https://www.bikago.com/phuket/rawai-scooter-and-motorbike-rental
f89bab51fe59fcab-v4,f89bab51fe59fcab,Bikago,Yamaha Nmax,motorbike,per day,,,THB,True,https://www.bikago.com/phuket/rawai-scooter-and-motorbike-rental
f89bab51fe59fcab-v5,f89bab51fe59fcab,Bikago,Honda PCX,motorbike,per day,,,THB,True,https://www.bikago.com/phuket/rawai-scooter-and-motorbike-rental
c7dcbfcdb4ef5f2c-v0,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Agya,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v1,c7dcbfcdb4ef5f2c,Drive in Bali,Honda Brio,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v2,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Avanza,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v3,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Raize,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v4,c7dcbfcdb4ef5f2c,Drive in Bali,Honda WRV,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v5,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Rush,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v6,c7dcbfcdb4ef5f2c,Drive in Bali,Mitsubishi XPander Cross,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v7,c7dcbfcdb4ef5f2c,Drive in Bali,Mitsubishi XForce,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v8,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Fortuner,car,per day,,,IDR,True,https://driveinbali.com/car-rental-in-canguu/
c7dcbfcdb4ef5f2c-v9,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Agya,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v10,c7dcbfcdb4ef5f2c,Drive in Bali,Honda Brio,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v11,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Avanza,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v12,c7dcbfcdb4ef5f2c,Drive in Bali,Toyota Raize,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v13,c7dcbfcdb4ef5f2c,Drive in Bali,TOYOTA RUSH,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v14,c7dcbfcdb4ef5f2c,Drive in Bali,TOYOTA FORTUNER,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v15,c7dcbfcdb4ef5f2c,Drive in Bali,HONDA WRV,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v16,c7dcbfcdb4ef5f2c,Drive in Bali,Mitsubishi XPander Cross,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
c7dcbfcdb4ef5f2c-v17,c7dcbfcdb4ef5f2c,Drive in Bali,Mitsubishi XForce,car,per day,,not listed,IDR,False,https://driveinbali.com/our-rental-cars
83b8fea3e1ae2c6f-v0,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA LEXI 125CC,motorbike,Hari,80000,Rp 80.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v1,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA LEXI 125CC,motorbike,Minggu,500000,Rp 500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v2,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA LEXI 125CC,motorbike,Bulan,1500000,Rp 1.500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v3,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA FAZZIO,motorbike,Hari,80000,Rp 80.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v4,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA FAZZIO,motorbike,Minggu,500000,Rp 500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v5,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA FAZZIO,motorbike,Bulan,1500000,Rp 1.500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v6,83b8fea3e1ae2c6f,AGP Motor Bali Rental,New Scoopy Prestige Plus,motorbike,Hari,80000,Rp 80.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v7,83b8fea3e1ae2c6f,AGP Motor Bali Rental,New Scoopy Prestige Plus,motorbike,Minggu,500000,Rp 500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v8,83b8fea3e1ae2c6f,AGP Motor Bali Rental,New Scoopy Prestige Plus,motorbike,Bulan,1500000,Rp 1.500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v9,83b8fea3e1ae2c6f,AGP Motor Bali Rental,VARIO ABS,motorbike,Hari,100000,Rp 100.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v10,83b8fea3e1ae2c6f,AGP Motor Bali Rental,VARIO ABS,motorbike,Minggu,650000,Rp 650.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v11,83b8fea3e1ae2c6f,AGP Motor Bali Rental,VARIO ABS,motorbike,Bulan,1700000,Rp 1.700.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v12,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi iss 125 CC,motorbike,Hari,80000,Rp 80.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v13,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi iss 125 CC,motorbike,Minggu,500000,Rp 500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v14,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi iss 125 CC,motorbike,Bulan,1500000,Rp 1.500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v15,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA SCOOPY fi,motorbike,Hari,70000,Rp 70.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v16,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA SCOOPY fi,motorbike,Minggu,400000,Rp 400.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v17,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA SCOOPY fi,motorbike,Bulan,1000000,Rp 1.000.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v18,83b8fea3e1ae2c6f,AGP Motor Bali Rental,SCOOPY fi CHARGER,motorbike,Hari,75000,Rp 75.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v19,83b8fea3e1ae2c6f,AGP Motor Bali Rental,SCOOPY fi CHARGER,motorbike,Minggu,450000,Rp 450.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v20,83b8fea3e1ae2c6f,AGP Motor Bali Rental,SCOOPY fi CHARGER,motorbike,Bulan,1300000,Rp 1.300.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v21,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA BEAT FI,motorbike,Hari,60000,Rp 60.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v22,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA BEAT FI,motorbike,Minggu,350000,Rp 350.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v23,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA BEAT FI,motorbike,Bulan,800000,Rp 800.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v24,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA NMAX,motorbike,Hari,100000,Rp 100.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v25,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA NMAX,motorbike,Minggu,650000,Rp 650.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v26,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA NMAX,motorbike,Bulan,1700000,Rp 1.700.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v27,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA MIO J,motorbike,Hari,50000,Rp 50.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v28,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA MIO J,motorbike,Minggu,300000,Rp 300.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v29,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA MIO J,motorbike,Bulan,700000,Rp 700.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v30,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi,motorbike,Hari,65000,Rp 65.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v31,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi,motorbike,Minggu,400000,Rp 400.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v32,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi,motorbike,Bulan,900000,Rp 900.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v33,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi 125 CC,motorbike,Hari,70000,Rp 70.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v34,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi 125 CC,motorbike,Minggu,400000,Rp 400.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v35,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA VARIO Fi 125 CC,motorbike,Bulan,1500000,Rp 1.500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v36,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA NEW NMAX 155CC,motorbike,Hari,150000,Rp 150.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v37,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA NEW NMAX 155CC,motorbike,Minggu,900000,Rp 900.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v38,83b8fea3e1ae2c6f,AGP Motor Bali Rental,YAMAHA NEW NMAX 155CC,motorbike,Bulan,2500000,Rp 2.500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v39,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA NEW PCX 160CC,motorbike,Hari,150000,Rp 150.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v40,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA NEW PCX 160CC,motorbike,Minggu,900000,Rp 900.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v41,83b8fea3e1ae2c6f,AGP Motor Bali Rental,HONDA NEW PCX 160CC,motorbike,Bulan,2500000,Rp 2.500.000,IDR,False,https://www.agpmotorbalirental.com/
83b8fea3e1ae2c6f-v42,83b8fea3e1ae2c6f,AGP Motor Bali Rental,Motorbike,motorbike,minimum rental 2 days,,Price upon request,IDR,True,https://www.agpmotorbalirental.com/bali-scooter-rental
904b71095959377c-v0,904b71095959377c,Hello Motors,Scoopy Sporty 2024 Blue,scooter,per day,120000,Rp 120.000,IDR,True,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v1,904b71095959377c,Hello Motors,Scoopy Sporty 2024 Blue,scooter,per week,672000,Rp 672.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v2,904b71095959377c,Hello Motors,Scoopy Sporty 2024 Blue,scooter,per month,1800000,Rp 1.800.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v3,904b71095959377c,Hello Motors,Vario 2024 Red,scooter,per day,120000,Rp 120.000,IDR,True,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v4,904b71095959377c,Hello Motors,Vario 2024 Red,scooter,per week,672000,Rp 672.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v5,904b71095959377c,Hello Motors,Vario 2024 Red,scooter,per month,1800000,Rp 1.800.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v6,904b71095959377c,Hello Motors,PCX 2024 Blue,scooter,per day,160000,Rp 160.000,IDR,True,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v7,904b71095959377c,Hello Motors,PCX 2024 Blue,scooter,per week,896000,Rp 896.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v8,904b71095959377c,Hello Motors,PCX 2024 Blue,scooter,per month,2400000,Rp 2.400.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v9,904b71095959377c,Hello Motors,PCX 2024 White,scooter,per day,160000,Rp 160.000,IDR,True,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v10,904b71095959377c,Hello Motors,PCX 2024 White,scooter,per week,896000,Rp 896.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
904b71095959377c-v11,904b71095959377c,Hello Motors,PCX 2024 White,scooter,per month,2400000,Rp 2.400.000,IDR,False,https://hello-motors.com/rent-a-motorbike-in-legian/
