venue_slug,venue_id,current_legacy_photo_url,extracted_storage_path,matching_submission_image_path,current_storage_object_path,current_project_target_url,object_exists,mime_type,file_size,source_project,target_project,source_bucket,target_bucket,proposed_database_update,rollback_value,submission_id,submission_status,validation_note
therapy-day-spa-pererenan,v_import_therapy_day_spa_pererenan,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg,draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg,draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg,draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg,true,image/jpeg,148876,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_therapy_day_spa_pererenan: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/therapy-day-spa-pererenan/2ff1e35257d8f26d2399.jpg,48b97cfd-5fd7-4fbd-a4f7-d7aadde9a792,draft,EXACT_PATH_MATCH
samesa-canggu,v_samesa-canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg,draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg,draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg,draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg,true,image/jpeg,945313,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_samesa-canggu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/samesa-canggu/4e5e4d1c314ca6969e38.jpg,9b7686ef-9ddf-4e2c-9e48-cb349c7fed3e,draft,EXACT_PATH_MATCH
isla-by-earth-island,v_import_isla_by_earth_island,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg,draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg,draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg,draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg,true,image/jpeg,580633,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_isla_by_earth_island: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/isla-by-earth-island/20f241c3dcb74bf86ca8.jpg,cb27d865-7c92-4f61-bdb5-7fc1bbbd0950,draft,EXACT_PATH_MATCH
rite-bali,v_import_rite_bali,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/rite-bali/7cb586dd51042c4780b3.png,draft/rite-bali/7cb586dd51042c4780b3.png,draft/rite-bali/7cb586dd51042c4780b3.png,draft/rite-bali/7cb586dd51042c4780b3.png,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/rite-bali/7cb586dd51042c4780b3.png,true,image/png,3338745,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_rite_bali: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/rite-bali/7cb586dd51042c4780b3.png -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/rite-bali/7cb586dd51042c4780b3.png,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/rite-bali/7cb586dd51042c4780b3.png,7deadb23-5914-4763-b50b-83c7c8cae5fd,draft,EXACT_PATH_MATCH
casa-luna,v_import_casa_luna,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/casa-luna/0f69e15d640264db77d4.jpg,draft/casa-luna/0f69e15d640264db77d4.jpg,draft/casa-luna/0f69e15d640264db77d4.jpg,draft/casa-luna/0f69e15d640264db77d4.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/casa-luna/0f69e15d640264db77d4.jpg,true,image/jpeg,742356,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_casa_luna: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/casa-luna/0f69e15d640264db77d4.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/casa-luna/0f69e15d640264db77d4.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/casa-luna/0f69e15d640264db77d4.jpg,ca48dc1e-f5e1-43d5-9c47-3087675dc689,draft,EXACT_PATH_MATCH
the-shady-shack,v_import_the_shady_shack,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-shady-shack/4cf9edf3df41dde82b1a.webp,draft/the-shady-shack/4cf9edf3df41dde82b1a.webp,draft/the-shady-shack/4cf9edf3df41dde82b1a.webp,draft/the-shady-shack/4cf9edf3df41dde82b1a.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/the-shady-shack/4cf9edf3df41dde82b1a.webp,true,image/webp,231526,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_the_shady_shack: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-shady-shack/4cf9edf3df41dde82b1a.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/the-shady-shack/4cf9edf3df41dde82b1a.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-shady-shack/4cf9edf3df41dde82b1a.webp,87ffe4b7-108c-40ab-aab4-ba22d390cda6,draft,EXACT_PATH_MATCH
lyma-beach,v_import_lyma_beach,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lyma-beach/d52837e2be82bfd431c1.webp,draft/lyma-beach/d52837e2be82bfd431c1.webp,draft/lyma-beach/d52837e2be82bfd431c1.webp,draft/lyma-beach/d52837e2be82bfd431c1.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/lyma-beach/d52837e2be82bfd431c1.webp,true,image/webp,585042,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_lyma_beach: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lyma-beach/d52837e2be82bfd431c1.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/lyma-beach/d52837e2be82bfd431c1.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lyma-beach/d52837e2be82bfd431c1.webp,31d04e13-22aa-4013-a424-6b61f1043fdd,draft,EXACT_PATH_MATCH
tropical-temptation-adult-only-beach-club,v_import_tropical_temptation_adult_only_beach_club,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg,draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg,draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg,draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg,true,image/jpeg,221188,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_tropical_temptation_adult_only_beach_club: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/tropical-temptation-adult-only-beach-club/bd4d7ad05df0b6243dce.jpg,5ba671be-65e3-4f52-b2c4-5948c53884f2,draft,EXACT_PATH_MATCH
ulu-garden,v_import_ulu_garden,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/ulu-garden/bcc777f38adfc3306a99.webp,draft/ulu-garden/bcc777f38adfc3306a99.webp,draft/ulu-garden/bcc777f38adfc3306a99.webp,draft/ulu-garden/bcc777f38adfc3306a99.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/ulu-garden/bcc777f38adfc3306a99.webp,true,image/webp,278580,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_ulu_garden: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/ulu-garden/bcc777f38adfc3306a99.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/ulu-garden/bcc777f38adfc3306a99.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/ulu-garden/bcc777f38adfc3306a99.webp,a56faf07-3021-48ff-bbc0-4586f6572662,draft,EXACT_PATH_MATCH
hippie-fish-pererenan-beach,v_import_hippie_fish_pererenan_beach,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg,draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg,draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg,draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg,true,image/jpeg,74276,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_hippie_fish_pererenan_beach: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/hippie-fish-pererenan-beach/c46009c2617f836614b2.jpg,794f7c4b-670b-4a7f-b43b-85844ff77108,draft,EXACT_PATH_MATCH
santanera,v_import_santanera,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/santanera/e8bc9e6834d7f4b56ef5.webp,draft/santanera/e8bc9e6834d7f4b56ef5.webp,draft/santanera/e8bc9e6834d7f4b56ef5.webp,draft/santanera/e8bc9e6834d7f4b56ef5.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/santanera/e8bc9e6834d7f4b56ef5.webp,true,image/webp,342062,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_santanera: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/santanera/e8bc9e6834d7f4b56ef5.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/santanera/e8bc9e6834d7f4b56ef5.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/santanera/e8bc9e6834d7f4b56ef5.webp,0c43fc49-699a-43e3-89ff-789e1bc4de6a,draft,EXACT_PATH_MATCH
12-kitchen-and-wine,v_import_12_kitchen_and_wine,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg,draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg,draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg,draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg,true,image/jpeg,915442,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_12_kitchen_and_wine: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/12-kitchen-and-wine/b6912e9d7c108cb59f19.jpg,90a012d6-554b-4bfd-a15c-ae9c2f8da40e,draft,EXACT_PATH_MATCH
la-brisa-bali,v_import_la_brisa_bali,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg,draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg,draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg,draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg,true,image/jpeg,919434,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_la_brisa_bali: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/la-brisa-bali/9a3266b06d1fcaa5b130.jpg,a5c112b3-755b-435b-99d4-2060907e59cc,draft,EXACT_PATH_MATCH
samadi-bali,v_import_samadi_bali,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg,draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg,draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg,draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg,true,image/jpeg,415115,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_samadi_bali: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/samadi-bali/4c8f32ddccdce7d7b96f.jpg,fb2119cc-ce10-4c88-bbda-3eea0d0e8d57,draft,EXACT_PATH_MATCH
milk-and-madu-beach-road,v_import_milk_and_madu_beach_road,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp,draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp,draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp,draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp,true,image/webp,302138,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_milk_and_madu_beach_road: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/milk-and-madu-beach-road/ebbecaf3032f0679bd41.webp,9a072b7f-d8a0-4819-bde5-4e3f4db8fc84,draft,EXACT_PATH_MATCH
baked-pererenan,v_import_baked_pererenan,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/baked-pererenan/a493633f9afeff608ea5.jpg,draft/baked-pererenan/a493633f9afeff608ea5.jpg,draft/baked-pererenan/a493633f9afeff608ea5.jpg,draft/baked-pererenan/a493633f9afeff608ea5.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/baked-pererenan/a493633f9afeff608ea5.jpg,true,image/jpeg,247489,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_baked_pererenan: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/baked-pererenan/a493633f9afeff608ea5.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/baked-pererenan/a493633f9afeff608ea5.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/baked-pererenan/a493633f9afeff608ea5.jpg,4d2f97fa-6f21-45b4-b9a3-94f2eb70b5d9,draft,EXACT_PATH_MATCH
kush-ayurveda-yoga-barn,ab6771be-a0f1-4261-bef2-a667909bc856,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg,draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg,draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg,draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg,true,image/jpeg,318063,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url ab6771be-a0f1-4261-bef2-a667909bc856: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kush-ayurveda-yoga-barn/7c697ae94bbf3b27bae8.jpg,19696736-9937-4dc7-acd9-19b411fe7ea4,draft,EXACT_PATH_MATCH
laka-leke,v_laka-leke,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/laka-leke/37c08ee4ca9d0299c2a0.png,draft/laka-leke/37c08ee4ca9d0299c2a0.png,draft/laka-leke/37c08ee4ca9d0299c2a0.png,draft/laka-leke/37c08ee4ca9d0299c2a0.png,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/laka-leke/37c08ee4ca9d0299c2a0.png,true,image/png,73625,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_laka-leke: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/laka-leke/37c08ee4ca9d0299c2a0.png -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/laka-leke/37c08ee4ca9d0299c2a0.png,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/laka-leke/37c08ee4ca9d0299c2a0.png,c25076a4-be88-4a8c-8da6-a5cee4edbd42,draft,EXACT_PATH_MATCH
pyramids-of-chi,ceb336c1-5821-43da-bc54-fdf6c26cc5d9,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg,draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg,draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg,draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg,true,image/jpeg,174553,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url ceb336c1-5821-43da-bc54-fdf6c26cc5d9: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/pyramids-of-chi/81ad4a6331ee5f94da06.jpg,bdc548a0-b2bf-42e0-9ed1-814fba9ceb4b,draft,EXACT_PATH_MATCH
bar-vera-bistro-and-wine-bar,v_import_bar_vera_bistro_and_wine_bar,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg,draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg,draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg,draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg,true,image/jpeg,102323,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_bar_vera_bistro_and_wine_bar: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bar-vera-bistro-and-wine-bar/52f960af7c302a4cd59a.jpg,dd7a0aa9-9d85-440b-a8b9-7ad36aa6fb5f,draft,EXACT_PATH_MATCH
putri-bali-spa,5ef727ea-7e10-48bf-8bb7-c0577e5fc04e,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp,draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp,draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp,draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp,true,image/webp,339848,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url 5ef727ea-7e10-48bf-8bb7-c0577e5fc04e: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/putri-bali-spa/43c7e320bd1bd34b6a97.webp,e75b99fb-dbac-4a10-b24c-ff32db3bbdb9,draft,EXACT_PATH_MATCH
sensorium-bali,v_import_sensorium_bali,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/sensorium-bali/e009097af7d4de207a25.jpg,draft/sensorium-bali/e009097af7d4de207a25.jpg,draft/sensorium-bali/e009097af7d4de207a25.jpg,draft/sensorium-bali/e009097af7d4de207a25.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/sensorium-bali/e009097af7d4de207a25.jpg,true,image/jpeg,409508,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_sensorium_bali: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/sensorium-bali/e009097af7d4de207a25.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/sensorium-bali/e009097af7d4de207a25.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/sensorium-bali/e009097af7d4de207a25.jpg,4c5b63f2-8274-4da1-adaf-5bc9fae70ae6,draft,EXACT_PATH_MATCH
