venue_slug,venue_id,current_legacy_photo_url,extracted_storage_path,matching_submission_image_path,current_storage_object_path,current_project_target_url,object_exists,mime_type,file_size,source_project,target_project,source_bucket,target_bucket,proposed_database_update,rollback_value,submission_id,submission_status,validation_note
revolver-canggu,v_import_revolver_canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg,draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg,draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg,draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg,true,image/jpeg,353066,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_revolver_canggu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/revolver-canggu/a8f1fdc0b750a1dd9c7b.jpg,6eb8da2f-3e40-48b8-9a65-b9b7487ee1e6,draft,EXACT_PATH_MATCH
woods-bali,v_import_woods_bali,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/woods-bali/913a42dd146dadcf6196.jpg,draft/woods-bali/913a42dd146dadcf6196.jpg,draft/woods-bali/913a42dd146dadcf6196.jpg,draft/woods-bali/913a42dd146dadcf6196.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/woods-bali/913a42dd146dadcf6196.jpg,true,image/jpeg,104123,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_woods_bali: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/woods-bali/913a42dd146dadcf6196.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/woods-bali/913a42dd146dadcf6196.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/woods-bali/913a42dd146dadcf6196.jpg,7941f4e0-892f-4abc-a67a-7b5524893224,draft,EXACT_PATH_MATCH
motion-cafe,v_import_motion_cafe,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/motion-cafe/f15093c661cc68307dde.jpg,draft/motion-cafe/f15093c661cc68307dde.jpg,draft/motion-cafe/f15093c661cc68307dde.jpg,draft/motion-cafe/f15093c661cc68307dde.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/motion-cafe/f15093c661cc68307dde.jpg,true,image/jpeg,81673,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_motion_cafe: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/motion-cafe/f15093c661cc68307dde.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/motion-cafe/f15093c661cc68307dde.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/motion-cafe/f15093c661cc68307dde.jpg,6ebefb11-c12e-484d-92f3-abda9220347a,draft,EXACT_PATH_MATCH
single-fin,v_import_single_fin,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/single-fin/157b046eb0076d5ab2ce.webp,draft/single-fin/157b046eb0076d5ab2ce.webp,draft/single-fin/157b046eb0076d5ab2ce.webp,draft/single-fin/157b046eb0076d5ab2ce.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/single-fin/157b046eb0076d5ab2ce.webp,true,image/webp,993986,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_single_fin: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/single-fin/157b046eb0076d5ab2ce.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/single-fin/157b046eb0076d5ab2ce.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/single-fin/157b046eb0076d5ab2ce.webp,bdd686c1-4f56-4f56-bc5a-1290a663ebbe,draft,EXACT_PATH_MATCH
oneeighty,v_import_oneeighty,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/oneeighty/0fa1897bd256a4d2c837.png,draft/oneeighty/0fa1897bd256a4d2c837.png,draft/oneeighty/0fa1897bd256a4d2c837.png,draft/oneeighty/0fa1897bd256a4d2c837.png,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/oneeighty/0fa1897bd256a4d2c837.png,true,image/png,304812,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_oneeighty: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/oneeighty/0fa1897bd256a4d2c837.png -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/oneeighty/0fa1897bd256a4d2c837.png,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/oneeighty/0fa1897bd256a4d2c837.png,36237066-a6dd-4974-9ecf-fd85e6f2244e,draft,EXACT_PATH_MATCH
masonry-restaurant,v_import_masonry_restaurant,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/masonry-restaurant/1f2696b2a981983f8cb1.webp,draft/masonry-restaurant/1f2696b2a981983f8cb1.webp,draft/masonry-restaurant/1f2696b2a981983f8cb1.webp,draft/masonry-restaurant/1f2696b2a981983f8cb1.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/masonry-restaurant/1f2696b2a981983f8cb1.webp,true,image/webp,218630,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_masonry_restaurant: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/masonry-restaurant/1f2696b2a981983f8cb1.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/masonry-restaurant/1f2696b2a981983f8cb1.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/masonry-restaurant/1f2696b2a981983f8cb1.webp,310fd4cb-b773-41b1-9da2-41e1214ff67a,draft,EXACT_PATH_MATCH
locavore-nxt,v_locavore-nxt,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/locavore-nxt/665011828b3745b36705.webp,draft/locavore-nxt/665011828b3745b36705.webp,draft/locavore-nxt/665011828b3745b36705.webp,draft/locavore-nxt/665011828b3745b36705.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/locavore-nxt/665011828b3745b36705.webp,true,image/webp,634460,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_locavore-nxt: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/locavore-nxt/665011828b3745b36705.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/locavore-nxt/665011828b3745b36705.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/locavore-nxt/665011828b3745b36705.webp,869f478b-dd92-46c8-a8c7-ebd146fc8c5d,approved,EXACT_PATH_MATCH
room4dessert,v_room4dessert,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/room4dessert/90adb2562b1944594c0f.jpg,draft/room4dessert/90adb2562b1944594c0f.jpg,draft/room4dessert/90adb2562b1944594c0f.jpg,draft/room4dessert/90adb2562b1944594c0f.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/room4dessert/90adb2562b1944594c0f.jpg,true,image/jpeg,145156,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_room4dessert: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/room4dessert/90adb2562b1944594c0f.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/room4dessert/90adb2562b1944594c0f.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/room4dessert/90adb2562b1944594c0f.jpg,d34449fb-6ea5-4137-96f3-d488c961ecf7,approved,EXACT_PATH_MATCH
the-avocado-factory,v_import_the_avocado_factory,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg,draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg,draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg,draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg,true,image/jpeg,177030,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_the_avocado_factory: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-avocado-factory/bc0397f7498a13d77d8b.jpg,78403acf-1031-4fc4-be05-de1b8af0ed90,approved,EXACT_PATH_MATCH
warung-bu-mi,v_warung-bu-mi,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/warung-bu-mi/28556fda3ce0517ad205.jpg,draft/warung-bu-mi/28556fda3ce0517ad205.jpg,draft/warung-bu-mi/28556fda3ce0517ad205.jpg,draft/warung-bu-mi/28556fda3ce0517ad205.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/warung-bu-mi/28556fda3ce0517ad205.jpg,true,image/jpeg,103086,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_warung-bu-mi: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/warung-bu-mi/28556fda3ce0517ad205.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/warung-bu-mi/28556fda3ce0517ad205.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/warung-bu-mi/28556fda3ce0517ad205.jpg,fd269b31-2407-4d16-8fe6-31d9c053e5c7,draft,EXACT_PATH_MATCH
the-shala-bali,3db91038-1d4f-4c3c-b92f-070727d3654d,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-shala-bali/31646a0827e1c76b0f0e.jpg,draft/the-shala-bali/31646a0827e1c76b0f0e.jpg,draft/the-shala-bali/31646a0827e1c76b0f0e.jpg,draft/the-shala-bali/31646a0827e1c76b0f0e.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/the-shala-bali/31646a0827e1c76b0f0e.jpg,true,image/jpeg,520201,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url 3db91038-1d4f-4c3c-b92f-070727d3654d: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-shala-bali/31646a0827e1c76b0f0e.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/the-shala-bali/31646a0827e1c76b0f0e.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/the-shala-bali/31646a0827e1c76b0f0e.jpg,d7e1cb48-9e2b-45ac-aa89-ba5494929f3b,draft,EXACT_PATH_MATCH
cafe-del-mar-bali,v_import_cafe_del_mar_bali,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp,draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp,draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp,draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp,true,image/webp,153820,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_cafe_del_mar_bali: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/cafe-del-mar-bali/7f91e6c8fceb393230e0.webp,a3ec1b19-7089-4a9c-a8ec-3d8b1a2b0e99,draft,EXACT_PATH_MATCH
sang-spa,1ac1a933-171c-4835-a62c-e3864adf60be,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/sang-spa/0914813ee291105aea7a.jpg,draft/sang-spa/0914813ee291105aea7a.jpg,draft/sang-spa/0914813ee291105aea7a.jpg,draft/sang-spa/0914813ee291105aea7a.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/sang-spa/0914813ee291105aea7a.jpg,true,image/jpeg,189287,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url 1ac1a933-171c-4835-a62c-e3864adf60be: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/sang-spa/0914813ee291105aea7a.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/sang-spa/0914813ee291105aea7a.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/sang-spa/0914813ee291105aea7a.jpg,293dece1-8dc1-40e0-8989-e82a2e0ec235,draft,EXACT_PATH_MATCH
brunch-club-pererenan,v_import_brunch_club_pererenan,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg,draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg,draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg,draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg,true,image/jpeg,269071,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_brunch_club_pererenan: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/brunch-club-pererenan/cee4d27a65d92fa9c2cf.jpg,fc742de0-dee1-4e28-8f0c-47a66e8c5764,draft,EXACT_PATH_MATCH
bottega-italiana,v_bottega-italiana,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bottega-italiana/cb1292a73a931722e606.webp,draft/bottega-italiana/cb1292a73a931722e606.webp,draft/bottega-italiana/cb1292a73a931722e606.webp,draft/bottega-italiana/cb1292a73a931722e606.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bottega-italiana/cb1292a73a931722e606.webp,true,image/webp,447576,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_bottega-italiana: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bottega-italiana/cb1292a73a931722e606.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bottega-italiana/cb1292a73a931722e606.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bottega-italiana/cb1292a73a931722e606.webp,7056f2da-502a-45a5-963c-d07e5d336acd,draft,EXACT_PATH_MATCH
jaens-spa,ed4c1bfb-8638-4df8-9735-46039ec5a4a2,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp,draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp,draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp,draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp,true,image/webp,124560,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url ed4c1bfb-8638-4df8-9735-46039ec5a4a2: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jaens-spa/ffe0b22cfe8d24a0f3c5.webp,942d4b76-ba69-4dac-bec3-9973e82742c4,draft,EXACT_PATH_MATCH
bali-botanica-spa,d65a22f4-a3e3-4788-b93d-23f3d35aa566,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-botanica-spa/2b0dcf76308691297d29.jpg,draft/bali-botanica-spa/2b0dcf76308691297d29.jpg,draft/bali-botanica-spa/2b0dcf76308691297d29.jpg,draft/bali-botanica-spa/2b0dcf76308691297d29.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bali-botanica-spa/2b0dcf76308691297d29.jpg,true,image/jpeg,55566,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url d65a22f4-a3e3-4788-b93d-23f3d35aa566: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-botanica-spa/2b0dcf76308691297d29.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bali-botanica-spa/2b0dcf76308691297d29.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-botanica-spa/2b0dcf76308691297d29.jpg,f365ba8b-5108-4ea3-8a7e-447100259cb9,draft,EXACT_PATH_MATCH
shelter-restaurant,v_import_shelter_restaurant,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/shelter-restaurant/639b46b607a26a14f2da.webp,draft/shelter-restaurant/639b46b607a26a14f2da.webp,draft/shelter-restaurant/639b46b607a26a14f2da.webp,draft/shelter-restaurant/639b46b607a26a14f2da.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/shelter-restaurant/639b46b607a26a14f2da.webp,true,image/webp,257968,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_shelter_restaurant: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/shelter-restaurant/639b46b607a26a14f2da.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/shelter-restaurant/639b46b607a26a14f2da.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/shelter-restaurant/639b46b607a26a14f2da.webp,7a97573e-8461-4647-b73a-78b2b613d013,draft,EXACT_PATH_MATCH
riviera-trattoria-pererenan,v_import_riviera_trattoria_pererenan,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg,draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg,draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg,draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg,true,image/jpeg,325850,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_riviera_trattoria_pererenan: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/riviera-trattoria-pererenan/5a1e0d0f286d83da97b4.jpg,e97de4ae-f951-4316-a986-097d5d895b7c,draft,EXACT_PATH_MATCH
onion-collective,v_onion-collective,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/onion-collective/e93bf5f7bbded178411c.jpg,draft/onion-collective/e93bf5f7bbded178411c.jpg,draft/onion-collective/e93bf5f7bbded178411c.jpg,draft/onion-collective/e93bf5f7bbded178411c.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/onion-collective/e93bf5f7bbded178411c.jpg,true,image/jpeg,251743,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_onion-collective: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/onion-collective/e93bf5f7bbded178411c.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/onion-collective/e93bf5f7bbded178411c.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/onion-collective/e93bf5f7bbded178411c.jpg,408b2ec7-d3c1-4ab1-9749-b56a309aad6a,draft,EXACT_PATH_MATCH
manga-madu,v_manga-madu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/manga-madu/296ea170ae52213adaeb.jpg,draft/manga-madu/296ea170ae52213adaeb.jpg,draft/manga-madu/296ea170ae52213adaeb.jpg,draft/manga-madu/296ea170ae52213adaeb.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/manga-madu/296ea170ae52213adaeb.jpg,true,image/jpeg,231174,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_manga-madu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/manga-madu/296ea170ae52213adaeb.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/manga-madu/296ea170ae52213adaeb.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/manga-madu/296ea170ae52213adaeb.jpg,6c1fbcf0-90ec-4e84-82cd-a899378283d0,draft,EXACT_PATH_MATCH
udara-bali-yoga-detox-and-spa-organic-ocean,v_import_udara_bali_yoga_detox_and_spa_organic_ocean,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg,draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg,draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg,draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg,true,image/jpeg,201478,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_udara_bali_yoga_detox_and_spa_organic_ocean: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/udara-bali-yoga-detox-and-spa-organic-ocean/04c888b70b3ed53bc9f2.jpg,dde009ee-cc96-409c-ad00-7b9d284d2d8b,draft,EXACT_PATH_MATCH
donna-ubud,v_donna-ubud,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/donna-ubud/33bcb872478ae2a69c56.jpg,draft/donna-ubud/33bcb872478ae2a69c56.jpg,draft/donna-ubud/33bcb872478ae2a69c56.jpg,draft/donna-ubud/33bcb872478ae2a69c56.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/donna-ubud/33bcb872478ae2a69c56.jpg,true,image/jpeg,81870,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_donna-ubud: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/donna-ubud/33bcb872478ae2a69c56.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/donna-ubud/33bcb872478ae2a69c56.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/donna-ubud/33bcb872478ae2a69c56.jpg,3a7709bc-91be-4005-8b68-8939f75096fa,draft,EXACT_PATH_MATCH
