venue_slug,venue_id,original_photo_url,proposed_photo_url,rollback_sql,rollback_required
nude-berawa,v_nude-berawa,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp' WHERE id = 'v_nude-berawa';,YES
bali-bohemia,v_bali-bohemia,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg' WHERE id = 'v_bali-bohemia';,YES
jungle-padel-canggu-shortcut,v_import_jungle_padel_canggu_shortcut,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg' WHERE id = 'v_import_jungle_padel_canggu_shortcut';,YES
finns-recreation-club-finns-lifestyle-village,v_import_finns_recreation_club_finns_lifestyle_village,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg' WHERE id = 'v_import_finns_recreation_club_finns_lifestyle_village';,YES
yuki-canggu,v_import_yuki_canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png' WHERE id = 'v_import_yuki_canggu';,YES
seeds-of-life,v_seeds-of-life,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg' WHERE id = 'v_seeds-of-life';,YES
only-nails-pererenan,v_import_only_nails_pererenan,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp' WHERE id = 'v_import_only_nails_pererenan';,YES
two-face-canggu,v_import_two_face_canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp' WHERE id = 'v_import_two_face_canggu';,YES
como-beach-club-canggu,v_import_como_beach_club_canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg' WHERE id = 'v_import_como_beach_club_canggu';,YES
svaha-spa,a84991fe-5d80-4985-a364-555e7347d789,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg' WHERE id = 'a84991fe-5d80-4985-a364-555e7347d789';,YES
lulu-bistrot,v_import_lulu_bistrot,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp' WHERE id = 'v_import_lulu_bistrot';,YES
mozaic,v_mozaic,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg' WHERE id = 'v_mozaic';,YES
bgs-uluwatu,v_import_bgs_uluwatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp' WHERE id = 'v_import_bgs_uluwatu';,YES
kala-uluwatu,v_import_kala_uluwatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg' WHERE id = 'v_import_kala_uluwatu';,YES
mana-uluwatu,v_import_mana_uluwatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg' WHERE id = 'v_import_mana_uluwatu';,YES
waatu,v_import_waatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp' WHERE id = 'v_import_waatu';,YES
suka-espresso,v_import_suka_espresso,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp' WHERE id = 'v_import_suka_espresso';,YES
yuki-uluwatu,v_import_yuki_uluwatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-uluwatu/2a2dae22053c973915ae.png,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-uluwatu/2a2dae22053c973915ae.png,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-uluwatu/2a2dae22053c973915ae.png' WHERE id = 'v_import_yuki_uluwatu';,YES
white-rock-beach-club,v_import_white_rock_beach_club,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/white-rock-beach-club/f6dfdb422ad768ac793a.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/white-rock-beach-club/f6dfdb422ad768ac793a.jpg,UPDATE public.venues SET photo_url = 'https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/white-rock-beach-club/f6dfdb422ad768ac793a.jpg' WHERE id = 'v_import_white_rock_beach_club';,YES
