venue_id,venue_name,source_url,source_tier,date_crawled
obs-a4d596779a,Cocoon Medical Spa,https://cocoonmedicalspa.com/treatment/vitamin-iv-packages,official_site,2026-08-25T01:39:11+00:00
obs-d7306f53a3,COMO Metropolitan Bangkok,https://comohotels.com,official_site,2026-08-25T01:39:11+00:00
obs-d7306f53a3,COMO Metropolitan Bangkok,https://www.comohotels.com/thailand/como-metropolitan-bangkok/wellness/curated-como-shambhala-therapies,official_site,2026-08-25T01:39:11+00:00
obs-2ff028aec2,Cutiepai Nails,https://cutiepainails.com,official_site,2026-08-25T01:39:11+00:00
obs-2ff028aec2,Cutiepai Nails,https://cutiepainails.com/sitemap_index.xml,official_site,2026-08-25T01:39:11+00:00
obs-abb7f9d2c7,Explore our services and get in touch,https://denyuhspa.com,official_site,2026-08-25T01:39:11+00:00
obs-abb7f9d2c7,Explore our services and get in touch,https://www.denyuhspa.com/inquiry-services-page,official_site,2026-08-25T01:39:11+00:00
obs-a1d9159518,Desa Seni,https://desaseni.com,official_site,2026-08-25T01:39:11+00:00
obs-a1d9159518,Desa Seni,https://www.desaseni.com/reminders-tibetan-buddhist-tradition/begbooksthanka,official_site,2026-08-25T01:39:11+00:00
obs-94d3f3d145,D’Nailbar,http://dnailbar.com/other-treatments,official_site,2026-08-25T01:39:11+00:00
obs-94d3f3d145,D’Nailbar,https://dnailbar.com,official_site,2026-08-25T01:39:11+00:00
obs-da4f63dcdd,Ecosfera Hotel,https://ecosferahotel.com,official_site,2026-08-25T01:39:11+00:00
obs-da4f63dcdd,Ecosfera Hotel,https://ecosferahotel.com/packages/direct-booking,official_site,2026-08-25T01:39:11+00:00
obs-aee89ef5dd,Estetica Belle,https://esteticabelle.com,official_site,2026-08-25T01:39:11+00:00
obs-aee89ef5dd,Estetica Belle,https://www.esteticabelle.com/booking-services-sitemap.xml,official_site,2026-08-25T01:39:11+00:00
obs-ee4f72cc11,Glo Bali,https://glospabali.com,official_site,2026-08-25T01:39:11+00:00
obs-ee4f72cc11,Glo Bali,https://www.glospabali.com/glo-day-spa-salon-real-benefits-of-massage-therapy,official_site,2026-08-25T01:39:11+00:00
obs-72364b11fa,Heart Space Bali,https://heartspacebali.com,official_site,2026-08-25T01:39:11+00:00
obs-72364b11fa,Heart Space Bali,https://www.heartspacebali.com/booking-services-sitemap.xml,official_site,2026-08-25T01:39:11+00:00
obs-c9d2d78748,House of Orange,https://houseoforangebali.com,official_site,2026-08-25T01:39:11+00:00
obs-be2d0d8491,voco Lythe Hill Hotel & Spa,https://ihg.com,official_site,2026-08-25T01:39:11+00:00
obs-be2d0d8491,voco Lythe Hill Hotel & Spa,https://www.ihg.com/explore/guest-picks/10-best-spa-hotels,official_site,2026-08-25T01:39:11+00:00
obs-0a0c27b220,Jet Black Ginger,https://jetblackginger.com,official_site,2026-08-25T01:39:11+00:00
obs-0a0c27b220,Jet Black Ginger,https://www.jetblackginger.com/pages/hair-services-booking-info,official_site,2026-08-25T01:39:11+00:00
obs-bf160ed4af,Jiwa Bali,https://jiwabali.com,official_site,2026-08-25T01:39:11+00:00
obs-bf160ed4af,Jiwa Bali,https://jiwabali.com/contact-us,official_site,2026-08-25T01:39:11+00:00
obs-a945924284,Wellness by The Legian,https://lhm-hotels.com,official_site,2026-08-25T01:39:11+00:00
obs-a945924284,Wellness by The Legian,https://lhm-hotels.com/en/wellness-packages,official_site,2026-08-25T01:39:11+00:00
obs-c7f35f8c0f,Luna & Sol,https://luna-solpilates.com,official_site,2026-08-25T01:39:11+00:00
obs-c7f35f8c0f,Luna & Sol,https://luna-solpilates.com/contact,official_site,2026-08-25T01:39:11+00:00
obs-80b8a41e58,Mango Tree Spa,https://mangotreespabali.com,official_site,2026-08-25T01:39:11+00:00
obs-8cc8f5bfde,Martha Tilaar Spa,https://marthatilaarspa.com,official_site,2026-08-25T01:39:11+00:00
obs-4bdab381e5,Maya Ubud Resort & Spa,https://mayaresorts.com,official_site,2026-08-25T01:39:11+00:00
obs-d2eff94340,Mû Boutique Resort,https://mu-bali.com,official_site,2026-08-25T01:39:11+00:00
